"doctorid","mainspecialty","age"
"291D43C696D8C3704CDBE0A72ADE5F6C","Pediatrics","36"
"416849DA96FB73BEE793E2BF65AE43AC","",""
"1458E7509AA5F47ECFB92536E7DD1DC7","",""
"142C65E00F4F7CF2E6C4C996E34005DF","",""
"8844C5F00372DF2C3C4EE857C2451B45","",""
"C5F5C23BE1B71ADB51EA9DC8E9D444A8","",""
"8487E01FBAF43E758C17F86472CBF3E6","",""
"196F5641AA9DC87067DA4FF90FD81E7B","",""
"147EBE637038CA50A1265ABAC8DEA181","",""
"06EE4C5C93A9957C9B1BB3BD89E800C8","",""
"A8166DA05C5A094F7DC03724B41886E5","",""
"E6BA70FC093B4CE912D769EDE1CEEBA8","",""
"50CF0763D8EB871776D4F28B39DEB564","",""
"DB98DC0DBAFDE48E8F74C0DE001D35E4","",""
"018DD1E07A2DE4A08E6612341BF2323E","",""
"ABDEB6F575AC5C6676B747BCA8D09CC2","",""
"7C220A2091C26A7F5E9F1CFB099511E3","",""
"E250C59336B505ED411D455ABAA30B4D","",""
"69B09198D4248B8F24494F27A01367B9","",""
"22B1CD168EC628442B3D4DC00FCA434B","",""
"656F0DBF9392657EED7FEEFC486781FB","",""
"51DA85A3C3DFA1F360B48852B64218B2","",""
"285A25C17F351708754CDB6D56F3962E","",""
"F11BEC1411101C743F64DF596773D0B2","",""
"0AE1DD3954EE840075DE1395771B6C9C","",""
"414A7497190EAEF6B5D75D5A6A11AFCF","",""
"EBF12CB74E96E67E63783D93C534EF27","",""
"D04D42CDF14579CD294E5079E0745411","",""
"05EDF455CB266CCB3EA3AC2715F87326","",""
"E6E713296627DFF6475085CC6A224464","",""
"6346DC723395E1EE8EF57F4883BE4CB4","",""
"DCCAB9BD9E0B69C49302025EFDF19702","",""
"5481B2F34A74E427A2818014B8E103B0","",""
"77C493EC14246D748DB3EE8FCE0092DB","",""
"43B52842663FA6E4100C72751D08DE6F","",""
"F8F5161CF94DF05793592F5FAB95138B","",""
"842424A1D0595B76EC4FA03C46E8D755","",""
"8BACA01B732CF56F7CE83DF216514363","",""
"1B9F38268C50805669FD8CAF8F3CC84A","",""
"C9F06BC7B46D0247A91C8FC665C13D0E","",""
"3F647CADF56541FB9513CB63EC370187","",""
"3E77A14629775492504515DC4B23DEDA","",""
"252A3DBAEB32E7690242AD3B556E626B","",""
"0D441DE75945E5ACBC865406FC9A2559","",""
"630B7D8DD49A0BAB667498F287D68C16","",""
"67606D48E361CE176CA71FD54FCF4286","",""
"9D684C589D67031A627AD33D59DB65E5","",""
"69EBA34671B3EF1EF38EE85CAAE6B2A1","",""
"565767EB96D87D0D3AF8DFB332C2003F","",""
"2668A7105966CAE6E23901495176B8F9","",""
"224E5E49814CA908E58C02E28A0462C1","",""
"ABA53DA2F6340A8B89DC96D09D0D0430","",""
"C2964CAAC096F26DB222CB325AA267CB","",""
"A385D7D1E52D89D1A445FAA37F5B5307","",""
"DA6EA77475918A3D83C7E49223D453CC","",""
"9001CA429212011F4A4FDA6C778CC318","",""
"69F357FCC8E6D119F3D95F33CEDB5915","",""
"CDD0500DC0EF6682FA6EC6D2E6B577C4","",""
"DCE8AF15F064D1ACCB98887A21029B08","",""
"C0E8517B1FE0B5270F3F41D4B56D6118","",""
"52C409F1571F500E28F490A302A12540","",""
"B89C30965EBC74912DE879F22DA62DBF","",""
"6A450490F238B4DDFF085D66A916A206","",""
"E7E69CDF28F8CE6B69B4E1853EE21BAB","",""
"8D7628DD7A710C8638DBD22D4421EE46","",""
"62E7F2E090FE150EF8DEB4466FDC81B3","",""
"228B25587479F2FC7570428E8BCBABDC","",""
"6A8018B3A00B69C008601B8BECAE392B","",""
"C254E7753095807E1CCA159E48ECEB21","",""
"A05D886123A54DE3CA4B0985B718FB9B","",""
"774B0E07753B0B94D1A1C5B0543B5FE1","",""
"967990DE5B3EAC7B87D49A13C6834978","",""
"60A0575EE6CE460E1D86C0E9D281C4F1","",""
"649A066D415BDDA4CE2A7088292645E0","",""
"F95EC3DE395B4BCE25B39EF6138DA871","",""
"4CF33E18EDE11B79827BC78B7F2075AE","",""
"D87CA511E2A8593C8039EF732F5BFFED","",""
"C4FA7AECEDAC73641320D24D5BF3BF38","",""
"6ADD07CF50424B14FDF649DA87843D01","",""
"D8C9D05EC6E86D5BBAD7A2F88A1701D0","",""
"78D69F40906679A976DC4D45CEBFFBE6","",""
"DB68512896941514A089C37392F0683B","",""
"4DA9D7B6D119DB4D2D564A2197798380","",""
"820E694038FADBF9B60B834215B46FDB","",""
"4BAF54F36935058BCC696FCEF3F4689B","",""
"C5B270A763686E776039618CC709F3A6","",""
"856B503E276CC491E7E6E0AC1B9F4B17","",""
"ECDCD675B3A4CBB5578BAF72F255EC21","",""
"5EE0070C40A7C781507B38C59C3EB8D4","",""
"DD7970532BFA1449085B8F43FC39A7D5","",""
"0EE8B85A85A49346FDFF9665312A5CC4","",""
"2BF283C05B601F21364D052CA0EC798D","",""
"3E524BF740DC8CFD3F49BD3E96DAEE6E","",""
"1305F6C705349316360C3CCFE7CFE847","",""
"1A551829D50F1400B0DAB21FDD969C04","",""
"FD4C2DC64CCB8496E6F1F94C85F30D06","",""
"398475C83B47075E8897A083E97EB9F0","",""
"ACF922154627F6788918F03C42B123CD","",""
"E2EABAF96372E20A9E3D4B5F83723A61","",""
"A098B2EB3138551138D127925D092D67","",""
"48042B1DAE4950FEF2BD2AAFA0B971A1","",""
"CAE82D4350CC23ACA7FC9AE38DAB38AB","",""
"895DAA408F494AD58006C47A30F51C1F","",""
"BA304F3809ED31D0AD97B5A2B5DF2A39","",""
"4F11B55F57612F06FE9638B99F6C66E6","",""
"22C5A901070D1C2AD33E821D071AE97E","",""
"300D1539C3B6AA1793B5678B857732CF","",""
"7AE11AF20803185120E83D3CE4FB4ED7","",""
"8A057268A74A5F1201285AA667585E15","",""
"D0AA518D4D3BFC721AA0B8AB4EF32269","",""
"B5A1D925221B37E2E399F7B319038BA0","",""
"0D8080853A54F8985276B0130266A657","",""
"CFF02A74DA64D145A4AED3A577A106AB","",""
"49C0FA7F96AA0A5FB95C62909D5190A6","",""
"45CEF8E5B9570959BD9FEAACAE2BF38D","",""
"C203E4A1BDEF9372CB9864BFC9B511CC","",""
"E1021D43911CA2C1845910D84F40AEAE","",""
"2DA6CC4A5D3A7EE43C1B3AF99267ED17","",""
"CF88118AA2BA88DE549D08038AE76606","",""
"310CC7CA5A76A446F85C1A0D641BA96D","",""
"14678DB82874F1456031FCC05A3AFAF6","",""
"A22D33B4A00C165507A61F3BED4B5149","",""
"30A237D18C50F563CBA4531F1DB44ACF","",""
"07845CD9AEFA6CDE3F8926D25138A3A2","",""
"9627C45DF543C816A3DDF2D8EA686A99","",""
"E761813F83DFC86FA1C6E0DA5510C3B8","",""
"2B346A0AA375A07F5A90A344A61416C4","",""
"DDF9029977A61241841EDEAE15E9B53F","",""
"B67FB3360AE5597D85A005153451DD4E","",""
"6915849303A3FE93657587CB9C469F00","",""
"1EA97DE85EB634D580161C603422437F","",""
"F095CEDD23B99F1696FC8CAECBCF257E","",""
"1D2A48C55F6F10010887CC7D849469A1","",""
"E1228BE46DE6A0234AC22DED31417BC7","",""
"77EC6F21C85B637CC42BB997841E11A6","",""
"54EBDFBBFE6C31C39AABA9A1EE83860A","",""
"F3C89B7BE367AA4246F90AA007EFE525","",""
"740A02D0786A4239A62076F650CD26DA","",""
"F35FD567065AF297AE65B621E0A21AE9","",""
"845F3CB43A07259B2E4724DFA5C5C0D1","",""
"11338326597D14A1F7C745853F4D50A8","",""
"71D7232B9FED020CA23729017873089E","",""
"2151B4C76B4DCB048D06A5C32942B6F6","",""
"74791EDF1F8E8B8289A5067737630874","",""
"2122C699D5E3D2FA6690771845BD7904","",""
"9426C311E76888B3B2368150CD05F362","",""
"898AEF0932F6AAECDA27ABA8E9903991","",""
"ACB5D1120B8A0B8D3D97905BA9A72DC4","",""
"C90E274D55309DB944076AFB3FF9C391","",""
"55A0DF4B5A1786CD13A7A8DE759859D4","",""
"DC727151E5D55DDE1E950767CF861CA5","",""
"6754E06E46DFA419D5AFE3C9781CECAD","",""
"D880067F879409DF09AC50BA315707AA","",""
"39EA40E164F970C54B0530436D5A9F7A","",""
"781397BC0630D47AB531EA850BDDCF63","",""
"8ABFE8AC9EC214D68541FCB888C0B4C3","Internal Medicine","41"
"882735CBDFD9F810814D17892AE50023","family medicine",""
"F23D125DA1E29E34C552F448610FF25F","Surgery","61"
"4B26DC4663CCF960C8538D595D0A1D3A","General Medicine","33"
"AF1B5754061EBBD4412ADFB34C8D3534","",""
"95C9D994F8D75D4D60F8BB8F25902339","Pediatrics","39"
"0B105CF1504C4E241FCC6D519EA962FB","Internal Medicine","38"
"943AA0FCDA4EE2901A7DE9321663B114","Rrr",""
"A18630AB1C3B9F14454CF70DC7114834","",""
"F92586A25BB3145FACD64AB20FD554FF","",""
"B181EAA49F5924E16C772DCB718FCD0F","Internal Medicine","27"
"A928731E103DFC64C0027FA84709689E","Neurology Psychiatry","56"
"7D2A383E54274888B4B73B97E1AAA491","",""
"9308B0D6E5898366A4A986BC33F3D3E7","",""
"2CFA3753D6A524711ACB5FCE38EECA1A","",""
"4764F37856FC727F70B666B8D0C4AB7A","Endocrinology","39"
"2AD9E5E943E43CAD612A7996C12A8796","geberal , Orhtho, Implant",""
"34FFEB359A192EB8174B6854643CC046","Internal medicine","48"
"56DB57B4DB0A6FCB7F9E0C0B504F6472","",""
"5505712229FB1EB500EFADDDC0353264","Ophtha",""
"ABA18772FC70C8CBF79A79F413EF102B","",""
"87AE6FB631F7C8A627E8E28785D9992D","General Practitioner",""
"7553E94D39FD4649FF75386A83ED3789","Gynea",""
"E36286B94D3C219F414E0427E5F73AA5","Internal Medicine","39"
"D2D2C6E2445EEF2BCFF6BF0FDF69846C","Implant Dentistry","41"
"1B32A022C52C0C6255C2A32E580BE34F","IDK",""
"240C945BB72980130446FC2B40FBB8E0","Internal Medicine","46"
"9D068C869FD3E03FC606EC297FCD00BE","Pediatrics","44"
"9E740B84BB48A64DDE25061566299467","Aesthetic medicine","44"
"532B81FA223A1B1EC74139A5B8151D12","None",""
"9E406957D45FCB6C6F38C2ADA7BACE91","Internal Medicine","46"
"56E6A93212E4482D99C84A639D254B67","OBGYN","43"
"AFA299A4D1D8C52E75DD8A24C3CE534F","",""
"4172F3101212A2009C74B547B6DDF935","Family Medicine",""
"94EF7214C4A90790186E255304F8FD1F","",""
"9FE77AC7060E716F2D42631D156825C0","",""
"D3802B1DC0D80D8A3C8CCC6CCC068E7C","",""
"460B491B917D4185ED1F5BE97229721A","",""
"CB16B8498F74BA6B6A6873518624168C","Orthodontics","41"
"D8C24CA8F23C562A5600876CA2A550CE","Internal Medicine - Nephrology","38"
"7EC3B3CF674F4F1D23E9D30C89426CCE","ob-gyn","46"
"EE23E7AD9B473AD072D57AAA9B2A5222","orthopaedics",""
"64D52E08CC03E6090BC1EF30B73CCB85","Obstetrics and Gynecology","40"
"9D752CB08EF466FC480FBA981CFA44A1","OB GYN","42"
"DC0C398086FEE58F9D64E1E47AA4E586","Internal Medicine","41"
"3E195B0793297114C668F772C6E2D9BA","IM- Cardiology","42"
"3DB11D259A9DB7FB8965BDF25EC850B9","Internal Medicine",""
"16738419B15B05E74E1ECB164430BFA8","Obstetrics And Gynecology","45"
"20885C72CA35D75619D6A378EDEA9F76","General Surgery",""
"33EF701C8059391708F1C3DDBE9F1F81","ob gyn",""
"63CE12DCF1EDE17589BEFD56BB5281A5","Obstetrics & Gynecology","55"
"1F72E258FF730035F2A1FB6637F562C2","Internal Medicine","32"
"0937FB5864ED06FFB59AE5F9B5ED67A9","General Practice","49"
"56517F19AA289885C43E8DB9137FB1B0","",""
"6D3A2D24EB109DDDF78374FE5D0EE067","physical medicine and rehabilitation","54"
"E8542A04D734D0CAE36D648B3F519E5C","Internal Medicine",""
"D8847BE3F7CC1B14E9173908BEBB2106","Bio-energetic Screening",""
"AAACCD2766EC67AECBE26459BB828D81","Obstetrics And Gynaecology","46"
"F9BEB1E831FAF6AAEC2A5CECAF1AF293","Anesthesia","41"
"685AC8CADC1BE5AC98DA9556BC1C8D9E","Family Medicine","37"
"21CE689121E39821D07D04FAAB328370","Internal Medicine","45"
"48DF7B8E8D586A55CF3E7054A4C85B30","",""
"258E130476290221F597C56D351224B6","Orthopedic Surgeon",""
"2E3D2C4F33A7A1F58BC6C81CACD21E9C","Internal Medicine","65"
"CD3BBC2D7CA1BBDC055ACF58609E6C24","Developmental-Behavior Pediatrics","61"
"91F9FEC9B080C74297A55C392B5F40A4","Internal Medicine","50"
"B4AFFA4F6B27DF047D63D66FE4AC5600","Surgery","54"
"3DF07FDAE1AB273A967AAA1D355B8BB6","Internal Medicine","50"
"CBF22AB286E2AD4900BDF5D6A2E47009","Internal Medicine","40"
"27E8E17134DD7083B050476733207EA1","",""
"092CB13C22D51C22B9035A2B4FE76B00","Internal Medicine","76"
"9332C513EF44B682E9347822C2E457AC","Internal Medicine","40"
"7BA6D33C373FEA56B7258003B16C68E5","Internal Medicine","51"
"641D77DD5271FCA28764612A028D9C8E","Neurology",""
"211A7A84D3D5CE4D80347DA11E0C85ED","",""
"79CAE1BE0FBAE74DAFBF8399EE2209CB","Internal medicine","54"
"D74CB35426F3D808325876F45B69DBF1","CARDIOTHORACIC SURGERY",""
"28D437661D95291767E7402DFE969962","Internal medicine","53"
"4625D8E31DAD7D1C4C83399A6EB62F0C","",""
"7F6CAF1F0BA788CD7953D817724C2B6E","Pediatrics","46"
"201E5BACD665709851B77148E225B332","",""
"83DDFBD1C4F871159C148D7A010E69BE","Internal Medicine","57"
"5C151C2A9B76F9EF26D7E0F0D00C9A89","Internal Medicine","40"
"73F104C9FBA50050EEA11D9D075247CC","Endocrinology, Diabetes and Metabolism",""
"F2B93CE08763FDDF54BCB7BEB62A2C74","General & Cancer Surgery","47"
"2119B8D43EAFCF353E07D7CB5554170B","",""
"ADD7A048049671970976F3E18F21ADE3","General Surgery",""
"CAB070D53BD0D200746FB852A922064A","Internal Medicine","36"
"8CE87BDDA85CD44F14DE9AFB86491884","Chiropractic",""
"3569DF159EC477451530C4455B2A9E86","Pulmonary","46"
"9FC664916BCE863561527F06A96F5FF3","Family Medicine","47"
"F87E955FD6B89F8963B6934BEB077D6E","Hepatology","51"
"1AA3D9C6CE672447E1E5D0F1B5207E85","",""
"E16E74A63567ECB44ADE5C87002BB1D9","Surgery",""
"44FEB0096FAA8326192570788B38C1D1","Ophthalmology","54"
"34306D99C63613FAD5B2A140398C0420","Internal Medicine","38"
"F3175210F90BFC7EA82901DB0EF7452F","Internal Medicine",""
"DEB74A85A4A68465B75C721D45DB5D3B","Optometrist, Contologist","53"
"335D3D1CD7EF05EC77714A215134914C","",""
"E73FECC08EE9B0E1A876614EC3178BAC","IM","58"
"690BB330E5E7E3E07867FAFC4D32EC82","IM","49"
"4ECB679FD35DCFD0F0894C399590BE1A","Pediatrics","45"
"C157297D1A1FF043255BFB18530CAAA2","",""
"916D3891A243C10FEDE49F9C276F1A20","",""
"42547F5A44D87DA3BC40EE5D09624606","",""
"41C542DFE6E4FC3DEB251D64CF6ED2E4","",""
"36072923BFC3CF47745D704FEB489480","Pediatrics","44"
"C82836ED448C41094025B4A872C5341E","Internal Medicine","41"
"58521E4E2BD3D4B988CBD17D7365DF3C","Pediatrics","42"
"63C6598E9DDD2961E7DFA4D4EB8144A1","",""
"95323660ED2124450CAAAC2C46B5ED90","General",""
"D3614F463B2D42ABA2700556D42740D0","Family Medicine",""
"E97399278D24E6BBF3A2D5E9C8D34262","General Surgery",""
"37968AD196A5085F5ED91E58DF8C2CEF","a/a",""
"98CAC9D33AAD44BB31800130E8C50B5F","Pediatrics","39"
"5E7264477CF9B6B237A0D254CF0324E2","Family","40"
"43A115CBD6F4788924537365BE3D6012","Dental","39"
"CD8D5260C8131CA7AEEA5D41796D1A0A","General Family Clinic",""
"38EF4B66CB25E92ABE4D594ACB841471","",""
"02AE6A786BBF135D3D223CBC0E770B6E","Cardiologist","39"
"8068FEE5F49946B3A8F85B1007CD40BB","Opthalmology","47"
"40DBA662FAE60CD3BCCEAA76A82D2873","Pediatrics","42"
"0A49E3C3A03EBDE64F85C0BACD8A08E2","clinical psychologist",""
"C563C2C394023A07D56AD6B3EB09537A","",""
"143758EE65FB29D30CAA170C0DB0ED36","",""
"C911241D00294E8BB714EEE2E83FA475","Cosmetic Surgery",""
"FA6C94460E902005A0B660266190C8BA","Medicine","26"
"B994697479C5716EDA77E8E9713E5F0F","ad",""
"EB1848290D5A7DE9C9CCABC67FEFA211","General Surgery","46"
"91E50FE1E39AF2869D3336EAAEEBDB43","General Medicine","33"
"C04C19C2C2474DBF5F7AC4372C5B9AF1","Internal Medicine","37"
"0E57098D0318A954D1443E2974A38FAC","",""
"BCA382C81484983F2D437F97D1E141F3","",""
"67974233917CEA0E42A49A2FB7EB4CF4","dental",""
"C24FE9F765A44048868B5A620F05678E","Internal Medicine","44"
"A292F1C5874B2BE8395FFD75F313937F","Pediatrics","63"
"B5B8C484824D8A06F4F3D570BC420313","Internal Medicine - Gastroenterology - Obesity Medicine","38"
"46D3F6029F6170EBCCB28945964D09BF","Family Medicine","50"
"B7D0858D41A6C29B873E4ABA411E6D04","Pediatric","52"
"FCDE14913C766CF307C75059E0E89AF5","Pharmaceutical",""
"CAC8E13055D2E4F62B6322254203B293","",""
"EA9268CB43F55D1D12380FB6EA5BF572","Internal Medicine - Hematology","37"
"65B1E92C585FD4C2159D5F33B5030FF2","Internal Medicine","52"
"243BE2818A23C980AD664F30F48E5D19","Orthodontics","40"
"1C66F4627F1B9679F8DB47D1287D7E98","Orthodontics","40"
"6E2EEC9CA19C076736D19AC5426473AF","Radiology","67"
"A6ADE5AA93B826F8DE63C663E1159BF7","General Physician","35"
"F26DF67E8110EE2B44923DB775E3E47F","Interventional Cardiology","43"
"9B2F00F37307F2C2F372ACAFE55843F3","Medicine",""
"DFA037A53E121ECC9E0926800C3E814E","Surgery","45"
"7DA18D0326A9F46A4817E19C805819AE","Internal Medicine","49"
"7FA215C9EFEBB3811A7EF58409907899","Internal medicine","69"
"9EAC167EC1EFBE078138397FABBA902E","Ophthalmology","48"
"494C08F7A144D3CC4CFA661ED1244039","Ophthalmology","58"
"C6D6445D97E06D08B60853156601CF58","Colorectal","42"
"6236C78E73F52110AE39E588BA88DE0B","Internal Medicine","38"
"A3048E47310D6EFAA4B1EAF55227BC92","Dermatology","51"
"42C8938E4CF5777700700E642DC2A8CD","Anesthesia","49"
"4F5A97CF06CF69028997DB51D8726D28","Internal Medicine","35"
"F550E0BA9E1C4E8BB4A5ED0AC23A952D","Internal medicine","39"
"DC0439CAEB74FFC2795571AF07A7EAB1","IT",""
"582967E09F1B30CA2539968DA0A174FA","Surgery","55"
"B9F35816F460AB999CBC168C4DA26FF3","General Practitioner",""
"31C0B36AEF265D9221AF80872CEB62F9","Ophthalmology","59"
"D58F855FDCC76DAF232AEE454C4E59F7","Neurosurgery",""
"4C2E5EAAE9152079B9E95845750BB9AB","Neurology","57"
"F269CB7796C3319C9AA4D146B52139E6","Orthodontics, Pediatric Dentistry",""
"50DD7100BCBD98C41B1179143A2325A4","Oral Surgery","35"
"7171E95248FF768E1EBEE3EDDE01EA7A","Ophthalmology","53"
"5A5EAB21CA2A8FEF4AF5E35709ECCA15","Obstetrics and Gynecology","48"
"A6197A578FE7778E8D49A95AC425BCFC","Conference",""
"533FA796B43291FC61A9E812A50C3FB6","DENTIST","42"
"C4D2CE3F3EBB5393A77C33C0CD95DC93","Orthodontics","37"
"4F8BC5AC1DC2B49434EFE9E72F183DE8","Emergency and General Medicine","44"
"866D90E0921AC7B024B47D672445A086","Secretary","33"
"A9DF2255AD642B923D95503B9A7958D8","Obstetrics and Gynecology","40"
"8E54D6B523B279543AC12A0F7333CD3C","OB-Gyn",""
"70162FE655EC381AC6312EBF026AAC54","Obstetrics And Gynecology","53"
"2C620A8C232F32AA9E7DCBC90102B253","Family Medicine",""
"C255C05246A081654A0267CBB725F5A7","",""
"551CB238F4895024B98D1943B708DE7C","Internal Medicine, Medical Oncology","48"
"D35B05A832E2BB91F110D54E34E2DA79","Cardiology","63"
"DB346CCB62D491029B590BBBF0F5C412","Internal Medicine","58"
"2ED80F6311C1825FEB854D78FA969D34","Muscular Hypertropgy and Conditioning",""
"CCC81A97C1535F9A631B9DB584A264E4","Ophthalmology","41"
"834A3BD235BCA0CAA53141F2EBC30438","Obstetrics And Gynaecology",""
"8D9A6E908ED2B731FB96151D9BB94D49","Obstetrics and gynecology","41"
"9854D7AFCE413AA13CD0A1D39D0BCEC5","Internal Medicine","53"
"CC58F7ABF0B0CF2D5AC95AB60E4F14E9","",""
"0DD1BC593A91620DAECF7723D2235624","Ophthalmology","46"
"A1C5AFF9679455A233086E26B72B9A06","Pediatric","47"
"DF42E2244C97A0D80D565AE8176D3351","",""
"51F3EB940FD73A19119534C063967BFF","Obgyn","45"
"8DCF2420E78A64333A59674678FB283B","Obstetrics & Gynecology","54"
"311ABB492A69FE7DA41BE858FDD2AAE8","Internal Medicine","38"
"5DB60C98209913790E4FCCE4597EE37C","Medicine","48"
"9649DEC6196D730C5E024F204477D8D1","Internal Medicine","50"
"97250EB3250C1FA40A321076D5BE217D","General Dentistry","63"
"86098EF82C97FA789A47A8D2E8800794","N/A",""
"CBFE5681369338A48E2D1B63998099D6","Internal Medicine","62"
"C2C2A04512B35D13102459F8784F1A2D","occupational medicne","67"
"FB0650FF38F84D526883336FF5119DC0","Internal Medicine","37"
"E8D66338FAB3727E34A9179ED8804F64","",""
"5C8E07660E3000F141DDA8B83107ED6E","Ophthalmology","53"
"EE188463935A061DEE6DF8BF449CB882","Surgery",""
"4175F2EBB265D58C6D8877841D016D08","Surgery","37"
"B957D47523C4E92A822CC38703A3BCC3","Internal Medicine","36"
"37DB6BB5F1DB992DF92A919D20757EEC","Internal Medicine","36"
"FD5AC6CE504B74460B93610F39E481F7","Surgical",""
"4837BA5CD49C7F03CAAA423049E66DAF","",""
"4FC848051E4459B8A6AFEB210C3664EC","",""
"1517C8664BE296F0D87D9E5FC54FDD60","Neurology","39"
"9D949C3D8BAA0F9DF6F22C4661946A61","Pediatrics, Medicolegal","57"
"C09F9CAF5E08836D4673CCDD69BB041E","Internal medicine","34"
"63154D5661F774FB7D2D11701D466AA2","Internal Medicine","54"
"E593C562359C3C2E42A22B808D3383E7","Internal Medicine - Rheumatology","41"
"3341F6F048384EC73A7BA2E77D2DB48B","Rehabilitation medicine","31"
"576D026223582A390CD323BEF4BAD026","Orthopaedics & Traumatology",""
"4175A4B46A45813FCCF4BD34C779D817","Internal Medicine","47"
"1BE883EEC3231F9FE43C35BD1B4B3BB5","General Medicine","35"
"1BF50AAF147B3B0DDD26A820D2ED394D","Pediatrics","44"
"27B587BBE83AECF9A98C8FE6AB48CACC","Pediatrics","55"
"B085C4FA543AFE32970749F5E2BCDC6A","Family medicine",""
"B85D65C39E12A5515C19FD72B6F48199","OBGYN","46"
"39539F630A3B94D3ED61EA9D04C9BB05","Pediatric Neurology","40"
"49CBB75927723EFBA3B4C108ED4A12F3","Family Medicine",""
"4D95D05A4FC4EADBC3B9DDE67AFDCA39","Surgery","37"
"859B00AEC8885EFC83D1541B52A1220D","Surgery",""
"5FC7C9BD1FCB12799F02DA8ADFA4954F","Surgery","36"
"D6525AA8638C1D8D4DA535FBB1A5FC80","sugery","37"
"9B8F0779BADBAD3B46D6718EE95A68FF","Occupational Medicine","57"
"D90E5B6628B4291225CBA0BDC643C295","General Medicine","39"
"97F081D3B1B352E9D1AAA2225DD6BB16","Surgery","55"
"943B5FD1EF60D3A4DB537AF4A4D0C802","Internal Medicine","50"
"1340CCF24722F02BBC81B3822CE23D4C","GENERAL PEDIATRICS","70"
"4FC28B7093B135C21C7183AC07E928A6","",""
"D2DC6368837861B42020EE72B0896182","surgery",""
"1597D21403F63DA1BB0539592597A525","General Practitioner","32"
"79F69230354B71206FB723C571CCE58B","",""
"679D8BBD776E0BBF3B044306C5BE94AE","Surgery","37"
"ACFF1AF62D0F91F4BE73F4857552D70C","General",""
"C56A022B15250525F8B9BDFC41A13152","Family Medicine","30"
"298F587406C914FAD5373BB689300433","Naturopathic Medicine","30"
"F8F122D50EBA11C3AF5607575B277BC6","Obstetrics & Gynecology","43"
"13E36F06C66134AD65F532E90D898545","Ear Nose And Throat-Head And Neck Surgery","53"
"70FC5F043205720A49D973D280EB83E7","",""
"394868456436DBE743E4380554C0493A","",""
"74C407E263578D03D02C1123AA730B52","",""
"E5AFB0F2DBC6D39B312D7406054CB4C6","Anaesthesiology","52"
"3FA146219C48A4393AACE23E8F353125","Family Medicine","66"
"29E1C59BE16C852670E3BE302E8C303B","Neurosurgery",""
"EC36E2BA64F11C9E910E0353E0836D81","",""
"DA21BAE82C02D1E2B8168D57CD3FBAB7","Im","24"
"F9FE83F1EA3DD2108188FB7BF8AA5B3C","",""
"C3810D4A9513B028FC0F2A83CB6D7B50","",""
"71A8B2FFE0B594A5C1B3C28090384FD7","",""
"DA4F21D00B1992E0B25F463B722DCC6A","Internal Medicine",""
"6DF182582740607DA754E4515B70E32D","Surgery","50"
"2E5C2CB8D13E8FBA78D95211440BA326","Internal Medicine","40"
"BB702465F3C3141263DDD046C9585B27","OB GYNE","47"
"7F278AD602C7F47AA76D1BFC90F20263","",""
"AF8D9C4E238C63FB074B44EB6AED80AE","Ob-Gyne","50"
"B928FEC5932BF2FDDD2CC88C038B8CCB","",""
"6E2D5D50A943A0E0D738377F51011685","Pediatrics","38"
"3F900DB2608FB3EECB3EE77BA9EF5F60","Orthopedics",""
"0F3C5D0C3666EEC8CD311BEC6D878915","",""
"86C51678350F656DCC7F490A43946EE5","Ophthalmology","46"
"BF5CD8B2509011B9502A72296EDC14A0","General Surgery","55"
"806D926414CE19D907700E23177AB4FF","",""
"AC52C626AFC10D4075708AC4C778DDFC","Surgery",""
"24E01830D213D75DEB99C22B9CD91DDD","Pediatrics","36"
"6F611188AD4A81FFC2EDAB83B0705D76","Obstetrics and Gynaecology","45"
"F51238CD02C93B89D8FBEE5667D077FC","im","40"
"DD50E4D9C47CDF72D24E89D248EDB35B","General Practitioner","37"
"DB9AD56C71619AEED9723314D1456037","Obstetrics And Gynecology","42"
"43D762CA733A839226415450B0DBF9D2","Family Medicine","43"
"B607BA543AD05417B8507EE86C54FCB7","Obstetrics and Gynecology","43"
"0CBED40C0D920B94126EAF5E707BE1F5","Pediatrics",""
"F81DEE42585B3814DE199B2E88757F5C","General Surgery","63"
"11BCD3C1D43688891ED23F5677A174EA","Neurology",""
"CBA0A4EE5CCD02FDA0FE3F9A3E7B89FE","Orthopaedics Surgery and Traumatology","37"
"F2E84D98D6DC0C7ACD56B40509355666","Internal Medicine","46"
"678004486C119599ED7D199F47DA043A","Internal Medicine","40"
"9A32FF36C65E8BA30915A21B7BD76506","PLASTIC SURGERY",""
"4F5A9BF135F285358A4A74B08F8121F8","Internal Medicine",""
"2BA3C4B9390CC43EDB94E42144729D33","Neurosurgery","25"
"7D571E5C15BAD5EF8C4352CE7A1D9E78","Medicine","28"
"A8BADD37C221A3F19D9AD0AC2196849A","MIS, General and Cancer Surgery","47"
"A58616464D14208B2677A084F5D7456F","",""
"9425BE43BA92C2B4454CA7BF602EFAD8","",""
"1BDA4C789C38754F639A376716C5859F","Family Medicine","65"
"A0443C8C8C3372D662E9173C18FAAA2C","",""
"5E4450DC93010BBEEA7CD28EBA296850","",""
"7059B7DEA43DA04FD342088D7C1698F0","Medicine",""
"0C2F66F43752D47FB49ABEEA0BADF47A","ob gyne","46"
"540393AE7F8B7A7FD6CDF47250B05679","General Practitioner",""
